"CGY24.17"	"CGY29.01"	"CGY24.21"	"CGY20.46"	"CGY24.16"	"CGY20.50"	"CGY24.09"	"CGY28.53"	"CGY28.50"	"CGY28.49"	"CGY28.52"	"CGY20.55"
"YKL062W"	7.02246	9.90714	7.64404	7.34273	8.21664	6.98647	10.9251	8.90067	8.59071	9.9487	7.65646	9.5851
"YKL063C"	60.5156	54.635	55.7301	51.448	45.8824	54.3507	60.7873	49.2145	53.4312	33.7116	50.5217	62.7806
"YKL064W"	16.457	16.1333	13.4795	15.5737	15.9951	13.9071	15.913	12.589	16.0123	13.7971	15.3414	17.6275
"YKL065C"	141.232	153.433	145.663	158.693	145.04	138.943	146.296	144.218	136.945	134.718	146.189	141.644
"YKL065W-A"	7.19668	4.23339	4.94273	4.51891	1.96607	2.94135	8.91629	3.32513	3.57328	6.55509	4.41141	1.22752
"YKL067W"	233.224	240.456	218.234	219.875	190.871	232.152	233.028	213.019	226.356	215.961	236.373	215.385
"YKL068W"	28.2964	25.3197	24.4075	26.6898	26.198	24.9549	24.5197	25.8611	27.1709	23.1518	24.2531	27.2326
"YKL068W-A"	130.173	98.9533	114.038	107.225	93.2386	134.534	113.593	100.116	105.3	133.395	112.336	109.832
"YKL069W"	53.5214	52.3544	63.1848	61.1306	49.3845	58.6364	52.311	50.7398	56.3783	42.4223	48.6164	53.7954
"YKL070W"	0	0.411371	0.733512	0.549427	0.477046	0.945193	0	0.268656	0	0.262858	0.264008	0.59305
"YKL071W"	0.837939	0.466068	0.417477	1.708	1.48414	1.07016	1.20449	0.456428	1.11918	0.890449	1.1917	1.5059
"YKL072W"	7.94437	6.92626	6.65499	7.28778	7.02142	6.21257	7.81506	7.15247	7.61327	5.41583	7.69292	8.26263
"YKL073W"	24.4108	26.075	26.3387	25.2722	24.6914	20.7697	24.9771	22.8149	26.3541	22.4039	26.8727	27.2255
"YKL074C"	13.8188	13.9044	13.6406	14.1499	13.1625	12.7158	12.9101	10.8479	12.2329	9.04948	10.9112	12.1111
"YKL075C"	14.4103	15.0244	15.6601	14.4015	16.4217	14.7272	16.1095	12.5829	17.4628	12.1752	13.1999	14.9928
"YKL077W"	95.2352	94.9554	94.5893	86.0303	92.9281	86.3558	92.6957	90.348	91.8317	86.2268	93.8853	94.5058
"YKL078W"	14.4057	12.4598	11.0344	12.6862	12.2237	12.5201	11.2855	11.5545	13.207	10.0635	11.8484	11.7825
"YKL079W"	12.1377	14.1391	14.8599	11.6726	12.2172	11.2285	13.9347	10.4915	13.201	9.12241	10.9367	13.5034
"YKL080W"	217.242	220.083	225.968	201.876	204.875	212.427	225.619	210.027	226.543	221.915	237.501	240.289
"YKL081W"	1319.79	1290.9	1304.45	1345.44	1449.05	1435.77	1395.84	1505.97	1474.57	1588.95	1515.31	1357.02
"YKL082C"	60.6795	58.6955	66.8337	59.5562	55.2753	56.2398	60.7469	51.1759	68.1845	38.389	48.2783	64.5482
"YKL084W"	95.1572	120.729	113.535	115.234	101.761	108.977	108.472	119.789	113.375	121.004	109.399	120.9
"YKL085W"	93.952	105.124	97.4851	97.1007	102.254	89.4749	93.9144	97.0638	96.9829	88.8189	102.201	97.7151
"YKL086W"	6.58921	6.0921	5.31034	9.43807	3.72396	7.3762	5.34215	5.02627	6.22399	7.39708	4.55105	8.34904
"YKL087C"	40.7829	43.1332	42.6852	39.762	38.5598	46.0281	38.7418	42.7461	43.0742	37.8382	40.1134	45.2584
"YKL088W"	14.3086	13.35	15.4077	13.5413	14.6539	12.0961	13.3452	12.3419	13.5944	9.42415	10.1501	12.8227
"YKL089W"	7.3335	7.70562	7.82006	7.54475	7.9822	7.37563	9.01822	6.29219	7.81167	5.1629	6.6275	8.93077
"YKL090W"	8.63054	9.03317	9.45003	8.65323	8.84716	7.46234	9.31905	6.44462	7.73756	5.50932	9.67628	9.31412
"YKL091C"	14.9324	14.4966	12.9473	12.8292	14.655	14.1113	11.8452	15.2116	15.2079	11.6739	11.9511	16.4496
"YKL092C"	6.80935	6.78295	6.16622	6.79794	6.01574	5.99386	6.50693	6.15085	7.3674	5.1345	6.73826	8.13814
"YKL093W"	1.96977	3.70574	1.47794	2.41194	2.38246	2.92976	1.87052	1.82741	2.70561	2.19944	2.94333	2.12506
"YKL094W"	55.8819	57.9444	58.2366	55.184	58.7743	54.4328	60.0309	53.1515	54.2792	49.0326	53.0341	66.1973
"YKL095W"	6.66357	7.87303	7.40143	8.2508	8.38557	6.74816	8.56915	9.59388	5.75719	5.21193	5.90189	6.77967
"YKL096C-B"	2.15764	1.77261	0	0	2.05422	0	0	2.32063	0	0	0	0
"YKL096W"	218.705	260.273	215.829	204.199	208.536	105.561	252.57	251.42	125.371	280.224	127.367	188.989
"YKL096W-A"	8613.83	8429.73	7659.16	7707.76	8453.38	6070.28	9164.24	9355.06	7522.35	11054.9	6311.68	8189.42
"YKL098W"	23.7905	22.2211	24.7407	23.6015	21.9501	21.058	21.1802	21.8295	27.5487	19.9857	23.8136	22.8604
"YKL099C"	55.1544	52.492	55.9391	54.4305	52.1634	49.0964	53.0286	43.2908	45.6681	30.757	46.5384	58.6586
"YKL100C"	46.0275	46.2171	40.5185	45.8189	46.5444	40.1792	44.2578	42.3813	45.4235	47.7046	47.1491	46.2248
"YKL101W"	17.8651	19.4489	16.7677	16.7981	16.7128	15.6129	18.5548	14.9111	19.8339	14.3544	16.8401	19.3637
"YKL103C"	27.5742	26.6135	27.1386	25.4493	24.0714	21.717	25.3998	22.9095	24.6065	23.3319	22.7674	25.4212
"YKL104C"	87.7843	90.7218	89.2365	81.2857	84.6768	82.3036	92.2007	87.2254	96.1753	93.3102	101.953	95.9736
"YKL105C"	8.98018	8.9891	8.63193	8.60722	7.81219	7.65132	10.2203	8.22316	9.39003	7.77593	9.12719	10.8056
"YKL106C-A"	3.2469	2.67487	3.11043	3.50082	0	0	2.7722	13.9448	3.7707	0	0	0
"YKL106W"	42.0641	40.4751	45.4481	41.1325	38.8345	42.242	40.0499	40.0402	44.5136	40.1812	44.841	40.6398
"YKL107W"	1.54327	1.19747	0.881233	0.122667	0.426464	0.317175	0.285412	0.601252	0.630924	0.117202	0.470532	0.528476
"YKL108W"	10.5855	12.5627	11.3929	10.7779	9.50687	9.22754	10.0528	10.6491	12.1151	7.68238	10.1056	12.2733
"YKL109W"	11.6154	13.5249	9.03204	11.4523	13.2061	14.6031	12.4503	12.5191	11.8871	10.6379	15.0899	12.5246
"YKL110C"	35.9163	33.0074	37.6315	37.1918	38.4132	41.6312	42.8926	31.9619	39.1258	28.9581	36.707	40.9669
"YKL112W"	32.029	32.0073	29.82	31.0313	29.3432	30.1789	30.7834	30.6794	32.3656	24.5412	26.5202	29.631
"YKL113C"	47.077	43.4651	52.4626	41.2926	42.5146	41.5911	45.0801	42.2683	48.1135	31.8077	37.3962	43.5344
"YKL114C"	40.042	36.3441	41.6182	35.6081	36.9375	36.4612	38.2876	33.2556	39.885	26.8678	34.9027	37.5872
"YKL116C"	20.8322	21.8934	19.4678	21.4712	19.0786	19.4454	21.902	22.0528	20.1895	24.4749	23.9845	21.1569
"YKL117W"	408.6	428.109	447.99	418.907	386.669	388.808	419.062	356.779	422.614	321.987	365.923	386.967
"YKL119C"	41.5236	35.7531	35.1186	41.4315	37.3484	29.9536	38.0612	37.1269	41.7029	30.2719	36.5797	35.401
"YKL120W"	26.3198	25.1309	26.3165	26.5147	28.9843	32.9348	29.3634	28.4923	29.532	22.7874	30.5316	29.0537
"YKL121W"	6.561	5.97301	5.26964	5.99381	5.55158	4.97026	5.85347	5.38631	6.54948	4.86714	5.07097	6.86629
"YKL122C"	103.381	105.293	101.508	103.735	96.6201	101.246	104.641	103.077	109.751	78.6603	78.7385	108.357
"YKL124W"	9.03833	7.12995	6.41094	6.57808	5.61723	6.74788	7.25957	7.50114	7.05801	7.41246	7.26878	6.69566
"YKL125W"	19.3283	17.7959	20.9967	18.0192	17.5581	16.7152	17.084	18.0547	19.4449	13.6802	17.4737	22.0158
"YKL126W"	43.2493	45.1932	45.4219	41.4165	39.8622	38.7301	44.4676	42.3983	43.9376	42.3379	45.0591	48.0322
"YKL127W"	73.3599	77.1728	74.0351	67.1149	68.6403	71.4178	71.3909	69.4028	83.4594	77.9008	86.0976	80.5899
"YKL128C"	60.9333	58.7975	64.4646	63.1174	63.4338	55.8501	63.2577	58.0487	63.6057	49.8863	62.1519	64.4911
"YKL129C"	7.76239	7.43669	6.62674	7.13179	7.6436	7.31978	8.88488	6.62616	8.15079	6.41805	7.51435	8.93032
"YKL130C"	40.1474	36.0581	42.6115	40.0501	35.367	34.0775	42.736	33.9527	40.2391	38.9078	36.5443	37.7018
"YKL132C"	8.18739	9.72102	11.1209	8.29122	7.92953	7.22139	8.61501	9.02721	7.92246	8.86873	8.18566	9.01409
"YKL133C"	4.37595	4.81002	3.36158	5.02782	4.769	3.48202	5.02078	3.73646	4.14745	2.54623	3.94269	5.24751
"YKL134C"	8.69259	9.01657	7.3803	8.74123	9.0325	6.64586	7.34692	7.09251	7.59373	7.27068	8.12586	8.28639
"YKL135C"	23.7244	22.4714	22.1143	24.5573	22.9259	21.666	23.5558	21.468	23.3997	20.1329	22.8192	23.5835
"YKL137W"	70.9845	70.665	62.0599	59.1237	54.5871	57.3531	57.4421	55.1052	57.5143	47.4467	42.1045	68.6659
"YKL138C"	74.7854	84.4448	70.3704	85.2391	69.3814	71.5207	67.2556	68.493	55.7575	48.0476	60.5432	64.8093
"YKL138C-A"	107.367	142.874	142.438	116.552	114.556	143.682	147.572	124.29	133.775	109.276	135.971	109.047
"YKL139W"	14.0841	14.3193	13.1383	11.7556	11.5356	13.0854	13.0354	12.3069	13.6231	8.84214	10.2586	12.7921
"YKL140W"	24.9282	26.4324	23.3942	22.8063	23.9953	23.0414	28.0378	25.6526	26.0057	23.7616	25.2962	30.3722
"YKL141W"	128.137	136.455	119.77	138.093	140.66	127.346	139.605	163.457	127.325	149.029	149.413	131.947
"YKL142W"	78.5932	87.765	85.4072	76.0605	73.8569	75.5098	78.5379	64.7788	72.6993	54.131	66.4156	71.5226
"YKL143W"	45.674	45.008	48.8459	46.3168	44.1133	40.7987	44.1829	39.6812	40.1442	28.8087	38.9888	40.3402
"YKL144C"	53.2677	48.0871	47.5375	49.5995	50.3527	46.4791	47.2964	47.3972	54.4222	45.3317	50.289	54.1265
"YKL145W"	119.637	123.049	123.24	119.114	120.359	116.976	120.26	109.374	122.123	93.5794	105.197	119.759
"YKL146W"	26.3066	28.6564	28.4804	30.9873	30.5081	29.4661	26.8564	30.4096	31.6048	32.7465	30.2964	28.7778
"YKL148C"	20.7057	25.1818	22.0617	20.6423	24.3199	21.9737	22.1337	21.0894	24.676	24.9771	25.6261	20.5542
"YKL149C"	12.2869	12.2871	11.115	13.8625	16.3783	13.1027	12.3344	11.9402	12.9671	10.694	13.5439	12.5317
"YKL150W"	58.7357	62.9982	62.6397	63.7139	68.7535	56.1079	64.0939	60.3532	64.2503	52.3187	69.8136	57.7555
"YKL151C"	21.8224	23.0561	26.3945	24.181	22.0749	15.8953	21.4076	18.296	18.1665	16.6663	19.48	21.0458
"YKL152C"	6707.15	6407.33	6863.98	6316.16	6320.24	6483.96	6922.03	6762.62	6897.52	6947.28	7352.47	7027.17
"YKL154W"	57.5223	61.3556	62.5948	63.4423	57.8505	55.93	61.7768	58.4311	60.4102	45.6406	56.7498	65.8828
"YKL155C"	10.1089	11.2049	9.82046	10.8359	10.8839	9.39462	11.2574	8.7723	10.0113	7.65578	9.75984	10.2016
"YKL156W"	2186.27	2170.21	2059.68	2229.85	2019.29	2329.26	2101.87	2036.03	2127.56	2159.88	2244.98	2071.83
"YKL157W"	40.8239	37.8992	37.8957	34.7467	38.7019	32.1011	37.0136	31.7984	38.5214	34.2567	42.361	38.3048
"YKL159C"	10.2895	12.6252	15.2303	14.8356	9.57822	13.8092	9.48939	12.3673	13.0222	9.20178	12.5094	9.07951
"YKL160W"	193.469	222.585	221.193	208.453	187.27	201.896	206.749	189.075	217.089	174.676	181.628	196.33
"YKL161C"	4.06099	4.76002	4.59077	4.68833	4.71982	3.26276	5.16605	5.00208	6	3.84911	5.83404	4.42681
"YKL162C"	3.86302	3.97404	3.5488	5.01952	3.195	4.25088	4.10086	3.51645	3.86875	4.70861	4.5539	4.63171
"YKL163W"	4.14832	4.855	4.35362	5.19474	4.71628	3.581	6.71196	7.58038	6.17177	5.1836	6.31122	5.09336
"YKL164C"	487.987	486.703	435.391	464.948	494.999	482.548	510.178	538.606	531.815	578.639	537.439	490.362
"YKL165C"	22.6582	22.3883	22.0695	20.7843	22.3236	18.554	21.2327	21.352	24.1971	24.2946	23.8999	22.2797
"YKL166C"	26.7888	28.1436	32.8009	26.8427	28.8552	26.4294	28.6206	26.4151	32.0592	20.1814	24.6883	31.6309
"YKL167C"	47.2843	54.4752	45.037	52.3601	46.7669	55.1264	46.616	48.5436	44.3877	36.7003	39.1124	50.4325
"YKL168C"	7.98735	7.53617	8.57921	6.95788	7.94724	6.64333	8.84643	7.64782	7.66462	6.19968	7.55515	8.68319
"YKL170W"	58.9276	63.6648	53.1626	60.7589	50.1357	55.1366	51.6165	50.1822	46.201	35.5583	50.2173	45.7964
"YKL171W"	6.21118	6.68192	6.31848	5.96839	5.5001	5.88578	6.22413	6.66029	5.61313	5.86677	6.7045	6.53459
"YKL172W"	100.547	100.446	110.901	100.969	100.648	97.6649	99.6811	82.64	96.2709	60.1896	83.8823	103.648
"YKL173W"	12.0186	10.5027	10.4893	11.2259	10.8962	9.96784	10.5185	10.4124	12.618	9.78369	10.3796	12.4946
"YKL174C"	26.0694	26.3749	25.5589	28.7304	27.6703	26.2594	26.721	24.9455	26.2107	29.4841	28.1634	26.4038
"YKL175W"	54.2073	48.8536	56.4838	53.3319	58.8565	47.0157	54.2567	61.5073	51.0694	57.6158	60.0837	52.6191
"YKL176C"	26.9175	26.9292	24.9927	28.2126	29.0052	21.8844	26.8181	27.1782	26.4787	24.94	29.5274	27.4136
"YKL178C"	2.55413	2.47693	2.69789	3.66956	2.53949	3.29394	3.60017	3.89364	3.76935	4.50553	3.94763	4.43313
"YKL179C"	21.1018	19.7149	21.0424	20.841	17.2596	15.9203	19.5509	15.5222	20.4215	12.1092	17.7285	22.8506
"YKL180W"	2395.63	2294.93	2379.79	2455.6	2441.66	2560.6	2349.39	2605.4	2442.63	2370.06	2520.65	2297.07
"YKL181W"	214.9	212.262	232.937	217.569	220.917	211.475	214.01	210.699	225.949	225.831	241.632	232.218
"YKL182W"	180.487	164.223	152.568	172.214	173.345	135.659	175.286	163.95	211.308	167.969	194.059	189.878
"YKL183C-A"	0	0	0	0	0	0	0.964054	0	0	0	0	0
"YKL183W"	26.1061	23.025	30.0967	28.0562	30.535	28.7816	30.9067	26.0426	25.1586	25.7392	30.5959	26.2074
"YKL184W"	59.5917	56.4452	59.5223	60.3454	59.6362	49.6305	62.153	57.1202	60.0459	58.7836	61.6056	53.1482
"YKL185W"	52.108	51.212	44.8545	46.6066	50.1551	46.2347	57.8152	48.6468	57.7789	52.7878	56.9971	58.6125
"YKL186C"	61.6922	72.7339	79.211	63.599	66.4011	71.441	70.2744	63.419	73.6548	48.5296	63.4185	66.2592
"YKL187C"	4.7246	5.20531	4.35076	4.73252	4.89247	4.23723	4.43037	4.73222	4.99424	5.0294	5.9029	4.46687
"YKL188C"	2.19587	2.57336	1.92978	2.02134	2.12994	1.77766	2.01902	2.0221	2.19371	1.48428	2.19714	1.92349
"YKL189W"	13.477	11.6187	11.9595	12.5684	13.4422	11.0711	13.2518	12.5926	11.6153	10.8816	10.3145	14.4064
"YKL190W"	125.411	117.463	125.523	129.974	126.908	112.942	128.248	122.036	117.766	101.127	117.107	124.776
"YKL191W"	74.6542	78.4015	71.1807	76.8455	84.4154	78.9805	75.7209	81.8214	81.1755	83.4701	88.4941	74.3912
"YKL192C"	500.928	543.624	526.161	531.958	609.676	486.103	471.345	565.311	490.617	578.806	510.247	466.133
"YKL193C"	24.3145	22.3133	22.4451	22.7748	18.8405	22.6677	21.1608	17.2602	21.0432	16.9223	16.1404	24.4067
"YKL194C"	14.1199	13.949	12.7916	12.6769	12.7487	10.0108	12.198	11.237	14.199	13.4189	13.5407	12.3292
"YKL195W"	54.4073	57.021	56.1352	52.6422	56.8779	47.7038	54.5433	47.2475	54.8323	42.5965	50.2051	55.4198
"YKL196C"	169.891	167.562	164.76	185.594	177.321	161.436	168.981	162.463	163.611	130.441	151.266	158.039
"YKL197C"	6.75251	6.21037	5.4982	6.15129	6.49687	5.8769	6.88508	5.3604	7.63028	4.67327	5.8624	7.19013
"YKL198C"	16.3746	14.9606	15.9123	15.0342	16.4544	15.22	16.532	17.0618	18.6338	15.4275	16.4138	17.8259
"YKL201C"	5.61729	6.06556	5.93454	5.99046	5.5228	4.31201	6.16306	5.36571	6.25785	5.03272	5.47371	6.44292
"YKL203C"	7.04536	6.21713	5.42979	6.37725	5.94878	5.38293	6.24344	5.41922	7.69379	5.80494	6.7453	6.99511
"YKL204W"	22.2971	18.2888	19.3593	19.5843	20.2129	20.376	22.3581	18.3731	21.2639	19.7768	16.9094	20.435
"YKL205W"	18.4318	16.587	15.5147	17.1193	15.4841	15.951	15.4557	14.0089	18.1392	15.0661	17.7913	20.1043
"YKL206C"	33.4787	35.1215	33.7788	31.9328	30.9462	36.1354	35.7279	34.7537	33.4789	28.69	31.4786	33.772
"YKL207W"	175.971	177.791	187.881	176.562	171.499	162.02	176.22	184.117	155.519	177.499	177.86	166.316
"YKL208W"	12.4655	11.7062	13.9869	9.38666	11.1689	11.0743	12.6577	11.6047	12.9325	7.45251	11.4973	11.5136
"YKL209C"	50.6861	51.3731	47.2985	47.2864	48.882	44.7725	53.8736	45.2136	54.5232	45.9474	51.2075	57.4425
"YKL210W"	92.0041	90.0482	83.454	84.3534	87.8713	82.4008	84.12	77.4298	92.904	84.8552	96.653	91.0404
"YKL211C"	76.0593	69.9717	70.598	74.826	82.5711	80.5904	76.9451	68.4316	81.2449	75.0513	84.8335	77.959
"YKL212W"	88.6957	84.5104	88.6689	86.0316	88.22	78.9791	86.9979	76.8582	92.6377	77.8603	88.7717	87.2153
"YKL213C"	28.2118	27.1258	26.8944	24.4974	26.1713	23.7316	28.178	25.5641	27.5071	22.1752	25.1379	25.7989
"YKL214C"	48.5512	48.0117	51.5474	52.639	52.3323	48.5922	51.6762	50.0858	51.4549	39.4232	49.3216	45.5974
"YKL215C"	10.6307	9.72062	8.84893	10.0219	9.37453	10.3005	10.0134	9.91261	10.8472	10.1663	9.64772	10.8597
"YKL216W"	126.784	120.588	117.968	121.246	109.774	115.493	122.3	114.617	134.241	112.738	128.148	132.527
"YKL217W"	1.14183	0.624271	0.848344	0.830129	1.05879	0.811603	0.943942	0.597356	1.42034	0.739741	0.954513	0.53592
"YKL218C"	19.2056	16.7449	18.7917	18.1581	18.1806	15.85	19.6084	16.7884	19.5019	15.3714	18.6236	18.9363
"YKL219W"	25.7817	23.5046	25.6816	31.8962	26.9622	24.6084	23.8428	28.9438	26.0582	28.0169	27.6106	27.8687
"YKL220C"	2.07899	2.91773	2.09126	1.98691	1.97484	1.83666	1.79711	1.81063	2.23346	2.75498	2.3116	2.69746
"YKL221W"	0.266915	0.55889	0.334818	0.297397	0.193939	0.577099	0.403541	0.291745	0.30548	0.497004	0.641318	0.400105
"YKL222C"	6.50885	7.72088	6.15938	6.92305	5.85475	6.42597	7.25498	5.95069	8.37959	8.0224	6.1756	7.19136
"YKL224C"	0.404659	0	0.394838	0	0	0	0.348608	0	0	0	0.00143534	0.484164
"YKR001C"	84.6173	79.7017	77.3481	77.0841	80.5544	79.541	79.372	75.5544	87.0666	68.4784	85.584	82.6227
"YKR002W"	22.5395	21.3031	20.9001	20.5825	22.1097	21.0443	20.7923	18.948	23.1221	21.2132	19.7233	23.7114
"YKR003W"	27.6901	29.6671	28.9155	27.7637	28.4033	25.8531	27.9678	25.6047	29.335	21.8311	24.3362	30.5648
"YKR004C"	13.4503	11.6163	11.0377	10.7258	11.5925	13.9965	12.8885	11.94	14.3024	12.8295	13.0616	13.5245
"YKR005C"	2.72813	2.78279	2.02501	2.37941	3.27594	1.99532	2.5623	2.39931	2.23984	2.39826	2.91363	3.76977
"YKR006C"	42.154	39.8853	37.8766	43.8895	41.9009	41.9305	36.4767	37.3034	41.1887	35.0979	41.6727	42.3043
"YKR007W"	39.378	52.5502	52.5909	47.8207	43.0026	41.1517	54.0717	41.8043	53.8632	29.7215	41.9681	43.9982
"YKR008W"	23.3539	23.6338	22.2982	24.5095	21.3143	25.3724	21.1134	21.0042	24.3778	16.4845	20.4578	23.1482
"YKR009C"	2.73159	3.06519	3.67809	3.19339	3.51175	3.13557	3.75605	3.17044	3.23879	3.15345	2.53177	3.0797
"YKR010C"	9.90945	10.822	9.93235	11.6568	11.118	9.68363	9.07053	9.69674	10.8952	7.40497	9.09213	10.0229
"YKR011C"	16.8881	16.7922	16.0577	15.6682	16.1625	15.9388	13.1228	11.5739	16.2161	10.3773	14.4211	17.6583
"YKR013W"	206.681	225.28	216.192	210.383	209.839	205.646	236.322	220.084	210.396	262.016	205.324	219.954
"YKR014C"	98.4687	99.7527	99.3611	109.252	102.046	94.699	100.194	102.573	106.625	79.7485	88.5925	83.3363
"YKR015C"	0.543122	0.182078	0.163708	0.121074	0.263211	0.522191	0.328547	0.415787	0.248625	0.0578017	0.522088	0.260565
"YKR016W"	20.3996	20.5612	21.702	18.8288	18.7119	18.6164	22.3945	18.1595	20.1237	15.1046	18.0436	20.9512
"YKR017C"	6.06776	6.92116	7.67567	5.63567	6.9698	5.88745	6.69988	7.4341	6.68695	5.142	7.32075	6.40142
"YKR018C"	43.4908	43.5121	42.0799	42.7501	42.859	40.3998	42.2629	40.0001	45.0632	37.8499	47.8812	44.3974
"YKR019C"	7.16166	7.33788	8.79854	8.20528	8.38907	7.55664	9.37037	7.34431	9.2772	7.51653	8.76539	8.23217
"YKR020W"	33.1615	30.3197	38.327	31.8868	35.1654	31.8706	32.7904	30.3342	33.5359	19.242	31.756	31.6329
"YKR021W"	9.47417	8.60089	8.5628	9.08817	9.50429	9.64694	8.69481	8.21244	9.80541	8.36547	8.879	9.50429
"YKR022C"	17.19	23.3048	24.9415	24.2647	19.4684	18.3007	22.0756	20.7009	21.2367	12.7056	17.6742	20.8554
"YKR023W"	11.3252	10.5712	13.2598	9.3517	10.0084	9.19442	9.98878	8.02024	11.1479	6.99385	8.39782	11.1194
"YKR024C"	17.3369	17.0211	14.9566	15.8087	16.0664	17.4584	15.5473	13.4757	16.4094	11.5992	15.146	15.1607
"YKR025W"	53.4704	53.0018	68.8912	53.9833	56.8227	56.2248	60.8365	56.6783	55.415	43.317	49.406	55.0485
"YKR026C"	65.5289	61.7713	67.2607	65.1878	69.1154	62.0916	62.2559	60.7253	72.7035	56.4496	61.08	66.5883
"YKR027W"	12.8544	11.7354	12.0274	13.8095	12.2003	9.95413	11.6883	11.28	11.3015	11.1807	12.6024	13.1167
"YKR028W"	25.3257	21.9707	21.4732	22.6061	22.5031	21.4501	21.7025	19.8871	24.9469	19.732	20.4097	23.974
"YKR029C"	8.11619	8.88659	9.13152	8.7381	8.56888	8.61612	8.95167	9.01328	9.74532	5.44776	7.17579	10.5516
"YKR030W"	33.962	36.191	39.0098	36.3412	37.5492	38.8339	32.2949	40.8028	40.2048	40.0625	41.7206	40.8492
"YKR031C"	6.9256	6.20275	5.4357	6.14796	5.61292	4.66549	6.31475	4.85868	7.08526	4.77764	5.5238	7.04132
"YKR034W"	0	0.328225	0.653585	0.14577	0.253348	0.125599	0.113071	0.857106	0.150056	0	0.139828	0
"YKR035W-A"	62.9716	58.8631	66.0201	58.1622	56.1742	57.6643	62.0805	53.243	57.8181	38.7546	43.7456	55.9309
"YKR036C"	15.58	16.4771	16.9976	15.3629	16.4364	15.0297	16.7814	14.9721	17.2876	13.1051	15.1756	15.2799
"YKR037C"	17.2761	15.0163	16.3201	15.8443	16.705	18.6913	15.613	18.5858	16.7032	12.1613	15.32	16.2277
"YKR038C"	53.4245	50.0711	53.8584	49.3441	53.6015	45.2196	49.3427	55.3977	53.3235	45.9644	51.8984	54.338
"YKR039W"	14.0542	13.3604	12.283	13.9636	15.4996	15.0815	14.1707	17.7677	15.1513	15.9336	13.5977	15.3913
"YKR041W"	5.32823	3.24321	3.29898	3.84216	1.94743	1.65493	3.3531	1.72536	3.29733	2.44831	2.91825	3.27798
"YKR042W"	741.672	749.235	650.775	724.311	843.723	791.243	823.737	815.61	779.877	919.437	770.632	793.918
"YKR043C"	232.689	215.589	242.828	229.612	238.563	219.743	221.118	248.511	226.394	205.91	228.699	214.558
"YKR044W"	13.9527	13.1282	14.7882	14.5823	15.9528	12.5754	15.2832	16.8975	13.0057	12.8551	13.5161	13.8849
"YKR045C"	23.5925	19.6084	19.4106	17.1253	16.9959	20.6315	17.469	20.3472	16.4126	19.658	17.3893	25.0757
"YKR046C"	20.2852	20.9431	19.7548	18.7355	20.9173	17.9126	18.7749	20.5073	17.5922	22.2161	17.4451	18.8576
"YKR048C"	121.544	119.239	140.481	128.683	132.193	109.854	131.691	119.139	126.048	94.6791	112.644	129.369
"YKR049C"	39.1768	37.1871	35.9294	43.773	45.5943	32.4982	43.9495	36.525	35.0279	46.1186	33.3669	32.2579
"YKR050W"	15.3059	12.3667	12.5227	13.463	13.9091	11.0713	13.6371	14.4554	15.2635	14.8397	13.5031	14.0419
"YKR051W"	16.5352	17.2538	18.1961	15.0771	19.29	15.1435	18.201	17.4769	18.5731	16.6907	17.4082	18.1665
"YKR052C"	20.2445	19.2639	23.2593	22.4011	19.1433	17.6888	20.9653	19.3829	18.1531	18.1753	17.5221	18.6016
"YKR053C"	6.08115	4.75484	5.69368	6.23828	6.19828	4.14959	5.25203	4.89471	4.67064	5.2773	5.55278	5.18063
"YKR054C"	3.42954	2.82388	2.46977	2.96875	2.7362	2.58252	2.69351	2.50839	3.62523	2.66465	3.07811	3.23327
"YKR055W"	22.0837	24.5936	22.6423	18.7565	21.1225	19.8066	22.3339	19.0318	21.7464	19.5635	21.6626	21.6275
"YKR056W"	27.7982	28.9028	28.4753	31.8938	30.8334	28.4773	28.2298	27.2286	30.8844	22.584	26.1286	29.1684
"YKR057W"	3597.05	3796.19	3497.11	3645.65	3281.65	3741.46	3507.14	3377.43	3439.03	3702.72	3667.75	3463.66
"YKR058W"	4.6666	4.49475	4.89046	4.81475	5.24583	4.10576	5.74947	4.45302	5.39728	3.75154	3.87108	5.12101
"YKR059W"	779.76	781.59	839.841	819.263	818.399	750.96	826.398	802.322	856.774	873.341	895.806	829.507
"YKR060W"	29.5795	31.6422	36.0217	34.3226	29.8271	32.3971	32.0357	29.7289	30.3441	21.6402	26.7749	34.8303
"YKR061W"	10.8638	11.3054	9.30427	9.49626	9.8637	9.92816	11.4037	10.0563	10.1889	10.1931	9.18296	8.95567
"YKR062W"	35.2575	32.8153	29.4162	36.1627	30.6398	31.0734	31.496	31.2047	37.1902	25.3937	33.3625	33.7845
"YKR063C"	12.9118	13.0638	10.8336	13.4151	12.2087	11.8103	12.7189	12.0017	12.7782	11.3499	10.858	12.7916
"YKR064W"	11.1184	8.54859	8.59389	8.17704	8.64787	8.31436	9.0473	7.76207	8.94163	6.6697	8.60597	9.04385
"YKR065C"	108.601	118.754	111.557	108.877	122.706	104.912	109.807	124.268	107.77	131.958	116.401	103.647
"YKR066C"	99.2976	103.46	110.291	96.3184	104.596	96.8056	115.709	118.985	104.141	123.971	105.312	102.942
"YKR067W"	16.4622	16.8945	15.057	16.4171	18.0827	15.0982	17.133	15.4922	16.8946	17.2228	17.2845	16.4486
